age,sleep_hours,work_hours,screen_time,physical_activity,deadline_pressure,stress_level,burnout_score,burnout_level
25.0,6.161089452383041,0.065510769725229,5.3127500811202735,0.2614706125604424,2.3834850184715006,2.868842069900256,0.0,Low
19.0,8.584690792806438,3.813204312572151,1.7598471694764566,3.244615888626903,6.126471926726127,3.851869332335962,1.028670882826474,Low
23.0,7.255438276495194,3.912985721488556,5.563036397490329,4.744766164863404,6.581751615963624,2.505759428087828,0.0,Low
17.0,4.269508941147826,6.655494693662288,6.82003086488493,2.444306026987994,6.053151653213421,5.009422686865315,1.794780963686268,Low
26.0,7.103875724265972,5.732368339066994,4.775687505637575,0.7505120540416494,6.145643805752684,4.339397823425656,0.8527907129826244,Low
21.0,6.215435973904371,5.547248624241125,8.314304068589028,2.496683042729289,6.640441838364948,3.5835042110116264,1.6094498529105956,Low
27.0,4.040841177698493,6.358648278865944,3.759317806072792,0.8790085982585856,6.804426382470851,7.440834583745687,6.132700883197433,High
25.0,3.0,4.725618285340953,4.857488171003943,3.699200522817802,5.232827420877699,4.389490182026367,2.006156703419737,Low
22.0,8.224756943209515,6.224355922247472,3.938116317503384,1.993763613626324,5.970483300666004,7.350713297319824,4.654045263363251,Medium
28.0,5.71074235234897,7.5189807684717875,3.431461736862089,2.405665576703856,6.696777280339569,3.254186152426375,1.5871437477060637,Low
24.0,7.5137705608239,5.435464920698071,4.014853531287815,3.8653967048990174,5.527972356088883,1.4872023556519027,0.0,Low
25.0,5.196703011849383,5.498782212678424,8.129074340008735,0.0,7.863356178822634,6.639783256556026,3.2484473986281053,Medium
27.0,4.357268092152121,7.478226927887356,5.954251219930892,2.4861250418553924,8.431341699015597,5.275561824338227,3.4013034261826784,Medium
26.0,7.373954483221902,2.917191561769972,5.052825926477095,4.749907340468223,5.333626795749174,5.250295032670734,3.729411861025001,Medium
25.0,5.289125643563509,1.7307164754926705,7.482310327828774,3.631201992135476,3.207334302073381,3.6451788189778735,0.0,Low
21.0,8.648576471505928,6.636972305133583,7.075152595418517,2.265894438973143,6.028496776529499,4.63992805754509,1.3532693456284115,Low
25.0,7.108326716321114,5.949499675139732,2.894294509850829,4.576152701243209,5.642337321019184,3.805765286385927,2.045803111499388,Low
17.0,6.280088452589693,3.384283355027705,3.0334027969644146,5.855366505881624,3.730299948577145,2.9727791909530383,0.9112494428484094,Low
26.0,8.203992512676779,0.4892755904791759,1.5742001226559137,4.109105337969616,3.613286908986285,0.0,0.0,Low
25.0,6.144767449435387,3.109119402476555,5.296969283459569,3.0932300391722194,4.551083857402291,1.9546217506994152,0.0,Low
24.0,3.7832889986028144,4.683658174663685,6.607472495933149,3.52437860839693,3.7830348115219534,6.045994695448171,4.6399304720877295,Medium
25.0,8.25058187369194,4.442067547540383,6.668629169023888,2.329433217446826,4.896790534301367,1.1338543032817787,0.0,Low
27.0,7.62526849220573,2.87352151363064,3.537809381426162,0.0,3.222739252669558,3.821240663840976,0.006770687740998,Low
22.0,9.283422636775992,3.701245765828186,4.159307421748139,2.406286408087522,4.858117216531703,3.1271462718807186,0.0,Low
29.0,8.874914964155362,3.461208461092048,7.097750768982058,2.31784752467522,3.8347627258736754,2.283889517944583,0.4399688900062841,Low
23.0,4.191138999353027,4.45803639222629,4.202441112807561,6.934685641303612,6.5678036599560965,3.863309403419677,4.999594266796314,Medium
19.0,6.089001722292628,2.760202894129164,1.6395545471496544,4.404078866045674,3.499182120508069,6.618337750593717,3.000389171900272,Medium
27.0,6.823394041629538,3.628324453099261,5.702094774611748,3.4386722616207743,5.23171639121184,2.235366124914284,0.8180750684852235,Low
23.0,7.942376337749979,5.6171396133927125,2.623028077117321,3.248120206911011,6.3443738367866604,2.8162450826511742,0.0,Low
24.0,6.801938502521825,7.143775914257475,8.558284799119129,2.276357096110008,9.145292958676604,5.948693588018455,4.383192807061278,Medium
21.0,6.100444567492869,4.965400724326926,7.950803331741905,1.0132361236630234,5.837994562380802,5.729314333849798,2.757350964307385,Low
27.0,8.080985251535749,2.743799318733094,2.105770880235404,2.8151905354280564,4.467787137797235,1.773038693035299,0.0,Low
27.0,5.56864880052959,5.67080880518486,3.2885257827836347,4.206162986132583,5.692226103334397,5.534369838513886,5.477184101661993,Medium
24.0,5.809365112222701,6.58182561504896,6.306226148571687,2.3408768869984327,7.197781118560586,5.689953112201677,3.469253378268515,Medium
28.0,6.644984699001607,4.748848432395751,5.912999425798795,2.4997981494981945,5.7438626204562375,5.9778098837623785,3.068390048528676,Medium
20.0,4.780626449120059,5.5363629119242095,7.099974235724725,2.7147301597031426,5.864514521953184,4.9028581582012105,1.3782275699374371,Low
19.0,7.607601767317738,6.905366855066146,5.228354611517789,3.024677185367685,7.459837130433062,4.005052983251554,0.8118495683361812,Low
17.0,6.549516183106979,5.657087078557848,2.4904050151731125,2.191096004756457,8.120797412466942,6.10073842264752,1.4511172002611668,Low
20.0,7.849319631256641,7.624353101935054,4.503003535101799,4.911043033686019,6.626467463389892,3.1529924044538418,1.7672649711871826,Low
24.0,7.374832226593218,8.487735619800125,6.323804594630902,5.842384396134337,9.89076859146972,5.397715834303843,4.232971874472831,Medium
27.0,7.0029720766420045,9.7656816851514,1.2889849342364443,2.537193697124533,6.8741760031971335,3.621966709403484,1.8917969476501817,Low
21.0,4.03328256885249,4.7537042101414135,3.5780269098076287,1.3717693996374627,4.455521661290594,6.73222931209472,3.109266962386316,Medium
23.0,5.166191636428291,3.26834944828756,1.4418933668826104,0.5741999714394717,5.03756021512005,3.040796011625408,1.9739830508551897,Low
29.0,5.730225237393016,6.9245671440137055,5.381324617135706,2.07580341161928,6.518545463945689,5.264854109055851,1.6582208037716888,Low
20.0,9.29980950876886,5.35544876453785,4.510203343228483,5.180505576814035,5.31381925827272,4.644256459357985,2.886330782411372,Low
28.0,5.0711434705835226,3.160896630171888,7.555233368397128,4.644077414616218,5.033969877127896,3.903010253132501,2.583624633364264,Low
19.0,7.909689980228833,5.102049458332423,6.87794166372525,3.4106359290021646,7.95985714284332,7.21238142972601,5.520625369601354,Medium
23.0,7.537537712923354,4.659322250527035,7.770375188525237,3.9909739041963226,6.04512745058441,5.129798693792318,0.8937825951924263,Low
19.0,4.056008529735646,6.884740471559819,2.8559113554405218,1.2358587513733887,6.767454471285113,4.551182291673263,0.0,Low
28.0,9.31892847092169,3.5608384234404653,1.992535345468404,0.5473539648861867,3.915519314878396,1.2416643014107418,0.0,Low
29.0,7.348032046210823,5.450318617130987,2.9009425969174845,1.2435922604735086,6.672774816109597,7.726995084646199,5.072451930274058,Medium
22.0,6.430419273298837,5.375240918266648,4.04713801280688,4.315338373902335,6.513052433425015,5.015646115197541,2.440645702184104,Low
21.0,7.391977645398114,4.302636581864255,4.9470771493161365,2.228782284372248,5.812202645765209,5.142274774117594,3.6283243747834417,Medium
17.0,4.984296459374788,4.546723414446996,8.760685980025164,2.992067649292503,6.042943702414099,3.4377521393464168,1.4915820234160315,Low
21.0,7.219319831480656,5.009545465657896,4.639168011925802,1.9202417827066829,6.377337601343657,5.813439876349788,0.1274188159530394,Low
20.0,8.301349641359597,1.823205623892386,3.679571738636827,2.916153106514049,4.745475290422834,1.4311827086845694,0.0,Low
19.0,5.126268318725799,6.545403155554197,5.091285738237104,1.383089919281369,6.930013668538935,3.0757356236425286,0.2458967661474264,Low
28.0,7.05546513332312,4.112046397363557,5.190716623293987,1.4316608829281603,6.469945095793491,5.963625358913287,1.7434197075386757,Low
21.0,7.613219816404221,6.09409535087932,4.418358990141481,2.947790216581149,8.977016053206304,4.101772011459445,1.3352226298090573,Low
27.0,5.264927975025973,5.869693094672551,5.322540793066485,3.0917066401238653,7.979057394163529,4.9476866522306056,1.3021532500084927,Low
25.0,4.57783198943244,2.723504692351158,9.169053590051838,4.290060740185115,4.915709784137526,4.955813854474198,2.196605816275895,Low
29.0,4.820731820269213,6.597239700638434,7.216525710400841,2.070411530846847,7.261576410116996,5.807369353577111,4.0250940010672736,Medium
21.0,8.975337723335961,7.951091385640852,3.971463757469461,1.2543258173003926,8.652140545769512,6.525601708330458,4.297328593517401,Medium
25.0,6.152047004899825,9.07210651930308,5.807545397572922,5.544396138985893,8.99421688912524,6.559706385128336,3.268058453765456,Medium
28.0,8.521838510149427,3.991205462235392,6.379765138663958,1.738520389683803,5.458610632381832,2.59383643575687,0.0,Low
25.0,6.658440829089658,3.3285786460511906,3.0392623647853334,4.351557409892381,5.140367113075061,3.017562825851269,0.4762214833736748,Low
26.0,5.648901157339762,4.450880445413985,9.811076210727322,5.828873082099772,4.677572914842946,2.230342793453959,0.8135566335475304,Low
29.0,6.2019203689825,2.952426110808922,6.315009328380988,5.9176037167626605,4.404395760546535,4.575743769512214,1.6868923712296957,Low
29.0,6.867413930160684,3.957083490968961,7.268668930813808,1.132231991060286,4.998039637044676,2.0667387381697875,0.0,Low
27.0,6.700391174457192,4.853316932616984,8.644562035806487,3.2691234953201818,7.136482579477654,2.41000935333032,2.4419172468954686,Low
21.0,7.077112383275479,3.8729386821653,8.208009164675536,4.260904758315762,5.53055802247167,2.0755064296897827,0.0,Low
19.0,8.641233399995619,4.459459228913464,6.9165854117495735,2.6126314538665456,5.564779725695555,4.504516360798204,0.0,Low
17.0,4.295242057716128,2.653034657220745,8.577380002736447,2.905349201197432,4.199608960238866,5.699774171307717,4.766445944495932,Medium
17.0,7.506699353014799,3.83779431845922,2.999431721723978,5.007949170696913,4.775520991467109,2.9885760824844225,0.0,Low
19.0,5.192904799869036,2.499096396272804,4.904357477894492,2.966403219420138,3.696876798149488,2.892227839820169,1.0530664463473285,Low
29.0,6.786322710212747,4.925827050147211,2.9091815530966727,3.4967554343942524,6.448798105417746,3.670525339864207,0.0,Low
25.0,6.885636145826325,2.9216301050461992,5.376288490854561,3.364211898039784,3.265176887611074,2.238171350579024,0.0,Low
20.0,5.983829464761749,1.8036336632679872,3.30798809873326,5.045234900361566,3.9355057638550552,3.401030674112838,0.3027496801538162,Low
18.0,7.688059967413075,7.234430090826489,5.8966888742888885,4.528968844641555,6.411566382174168,2.629594615763494,0.1790429229604438,Low
21.0,7.588639366314858,5.015626122120337,3.494924824070779,4.470347323959027,7.873254332776591,2.71416279655336,0.0,Low
19.0,7.69884235111711,6.51363804607508,8.893585257590267,0.9502287202612923,6.380591365180105,5.561919940680442,1.7107677272462078,Low
23.0,4.776574593504997,5.840733100068849,5.080217694357714,4.559046495974778,6.841308346449457,2.5112973539011185,1.9849933157591568,Low
24.0,8.06152510508302,8.167128974660223,6.015487689707732,2.2070445788067925,8.394650073338799,3.8277170049489007,0.4962352382824541,Low
23.0,4.5666097621327335,4.184902655232683,9.376383987079937,2.90512807021086,5.846410316917839,2.562202249443911,0.3398525477217752,Low
23.0,3.904720152207883,2.8862476989947408,7.500359069635203,4.358367199420897,5.669985337692718,8.009184675249736,6.282055821408613,High
28.0,7.306883833153999,5.584366392236733,6.274944747596227,3.670655310342624,7.957936360002469,5.523259402415643,3.565803159633641,Medium
22.0,3.827157404802215,4.695870648196359,4.455625880802071,4.425798878926649,5.799399636084708,5.2878346403834895,1.7950210838503855,Low
26.0,6.911608869687484,3.937653172817697,3.1420083957307297,2.427132192026229,4.860099920252221,6.465689415409058,4.923832303740054,Medium
18.0,6.338998754794634,1.4681197411693805,4.363779302750955,3.1313916575776903,4.088012910014497,3.683387114413721,0.8449557341147665,Low
18.0,7.628117008756538,3.49944977026635,1.197776094853276,4.228242422063583,5.0797127895683385,6.41271302113354,2.6522757407539395,Low
27.0,4.832024735440004,4.395610149554678,8.302660510261175,2.938025232198887,6.075852996608376,5.531413257075876,4.202130100096616,Medium
20.0,8.490582252963712,4.474973765805915,6.620352346159959,0.66980580696347,6.701306751546555,2.766729781728964,0.5550658456579562,Low
22.0,7.941022273985944,4.491234160469412,6.949918168387368,1.3578732132754938,4.650726726428585,2.7844379426173367,0.0,Low
27.0,6.532722584138355,8.156934404449787,2.7241934045371585,1.3749417636434085,8.435444923677437,4.299823590088322,2.0284787611639192,Low
19.0,7.173747501502401,4.059501432512047,7.132628122653839,6.064119307170319,5.86378795869796,3.732983148115385,2.8687242122255103,Low
29.0,5.010564742487581,5.477638678163036,4.052774826722357,3.746653086612292,6.867214896136435,3.844433120823122,0.2621248467929435,Low
17.0,8.84191797352975,3.801350132171671,3.529867352357692,2.070561672165488,7.0470234160747385,3.6245123031603534,1.5723472004291956,Low
19.0,6.08727514068065,4.447208874330946,2.68837287846754,4.362534359895019,7.333057930961806,5.4699846148737885,0.990088377083949,Low
19.0,3.1858318567438006,4.216228063875812,3.093647145822047,3.710050785852,6.327808837074578,6.168129616962598,5.15680598795211,Medium
22.0,5.193745570620126,6.637413785956904,1.1288451981233227,2.2580494724260047,5.421945282008988,2.6325360879667974,0.0,Low
26.0,4.64059072248849,3.037872216494909,4.784685001298024,0.9030073395733028,3.989250942291676,6.803096741858999,2.9250250194915166,Low
21.0,8.78099496037627,5.333704827432839,3.705267793009415,3.48386890028681,5.818638961285321,3.080797249852876,0.0,Low
29.0,5.644307876930122,5.96318250239903,3.352861796258317,1.9706772877263528,6.448019385904178,3.713538430368557,0.6894585598770226,Low
27.0,7.688603793741086,2.7811231402867618,3.276683612417953,2.8972659509200165,3.685598239470748,3.711958101267933,0.0,Low
25.0,7.379311677165944,3.3607059116658142,3.0108260903429853,2.4743089840310417,4.690943345512287,4.436086053237713,2.4033371740452014,Low
21.0,3.1938457987803752,3.438987666561911,9.382425997780654,4.641428904249651,6.5452082109613485,6.369049373819931,3.686288094293958,Medium
26.0,5.71888167041933,2.661739210641548,3.078903575268914,3.524969354832782,4.005874758799171,5.225024311047434,1.5437979769849497,Low
26.0,5.05218345265862,0.5251627591313834,6.204193734120831,1.942295994138388,2.935235977387783,2.628222922003874,0.0,Low
21.0,7.671836106488964,3.3280280321043167,6.184105206158341,3.1500442748322754,5.499227628544109,4.087394013280767,2.170306682539468,Low
25.0,8.250721694164017,5.451729701661953,6.951926803367076,3.466608312454426,5.882467039872292,2.9555041399618727,0.0,Low
24.0,8.376351226478956,4.743420916390286,4.945558567668994,1.6848979555324564,4.810657839739616,2.486489272414986,0.0,Low
27.0,7.472824311211238,4.615471158132617,9.267862887983831,2.148075903128589,5.199729968105711,2.7339576213340964,1.7080815331666357,Low
27.0,7.977525835346304,6.264326589173489,2.675981313111405,1.8863096939164925,7.3397287269352445,4.027613292162767,0.2118449743346075,Low
28.0,7.8681568670343,3.69714498654094,5.966466917081481,1.871036903439705,4.88623318014826,4.3224199634739895,1.4404723659802916,Low
18.0,3.101903370165298,5.413067778579869,5.875325004630739,3.007074452745949,5.994533605712142,5.367322079638759,4.339398771215201,Medium
20.0,6.746429163160943,5.573769764035432,3.066207028126513,6.226285956743481,6.553502292043252,3.896247625757167,0.5867171063597871,Low
22.0,7.184692695382882,6.694958136194103,3.221012043007656,4.120663015929187,7.566955317141511,7.388026696469954,3.804772987357712,Medium
28.0,7.299817215797294,7.904526930501822,8.73521551698991,4.04222613576678,8.065164505183239,2.2327305244165827,0.0,Low
28.0,4.811814225026447,4.262368899531394,1.6439631966232755,0.9800389010077843,4.767303691159256,3.672627950251658,2.405083566201378,Low
17.0,5.662943459122754,0.928619028731255,3.067105134383869,0.3143831518872417,5.031941405089365,5.386043153476157,3.872196417660269,Medium
17.0,7.7477424088473725,5.058642905138384,2.960393306666319,4.291563640633771,5.897694408584822,1.7921168930468652,0.4478773502001745,Low
26.0,4.929180431634293,8.179048700408208,5.8119938466037855,3.830143087923872,7.449257842639328,5.20640354426509,2.90813832736616,Low
18.0,3.5627255689187263,9.520284309634032,2.61701912982588,1.0731804591509757,10.0,7.612110991008866,5.401263809618894,Medium
28.0,3.0,7.104567482453133,3.464669620546968,3.536512522605774,8.320486752242246,5.293077542528266,3.64920404997372,Medium
21.0,7.156827921060436,5.173163598966669,2.666844437846326,2.6732272917237743,4.108118140330927,3.577862395458815,1.150042341955312,Low
27.0,4.623378748164527,0.6929190469031399,6.231065101077409,3.5098199996559853,3.0848319865663414,3.2263830273187306,0.5389138396003688,Low
19.0,6.740989751247638,6.952665726564163,1.0,4.667941550053126,7.771429557908958,6.319047674669827,4.3431632304678,Medium
27.0,4.577875666585811,6.90391704492608,6.382733512861457,2.825410166782292,5.93668673384224,2.6117160646787845,1.918737026901161,Low
22.0,4.3458705386430285,6.665503108098971,2.609782298872225,4.975284223931371,7.525393774768962,5.127944488093225,1.7367636933370116,Low
28.0,7.959946568690185,4.15948583667729,2.167249306474289,3.192375877574384,4.075244266665337,3.98903163457652,0.0,Low
18.0,9.079390574418166,6.570336215258188,4.177015591991818,3.3778199810989933,7.147393004025459,2.5360392071971383,0.0,Low
19.0,8.56706122918867,4.766873275023768,2.40363091902355,2.85490301877474,5.6240802289298895,3.316536556642117,1.9126834052036483,Low
20.0,6.144926496340712,3.26454834593965,5.858688735434715,1.7012362408829094,2.910932149402837,2.486933385301196,0.0,Low
23.0,7.490141582903819,5.011595455701422,2.689254892099897,0.9991495201406098,6.976440089850195,6.375604615452247,2.918997381306723,Low
18.0,7.3095850267042355,3.225866970543156,7.618157565968734,2.3847320610849856,4.958196952383619,3.5318533279171573,0.4258693526297832,Low
22.0,3.0,3.0395280726319545,2.8254849983675867,3.587484193225232,4.010371056449984,6.018626644925949,2.9114767486960367,Low
22.0,7.613678734228916,5.084049183825649,4.59820256538055,1.8030207210013167,6.952468606348816,4.058243716967724,1.1601482562438743,Low
18.0,5.729164893576162,3.2797118606593694,4.459096331811995,1.2382760355363556,3.692511866856016,3.2086187459089945,1.1001314518947265,Low
23.0,8.803718524855263,4.610344810280748,4.966378867828822,1.881598732072998,6.640089656109082,4.554492418186072,2.0710898721933275,Low
21.0,7.556338075811742,6.691607130787942,5.527754510543959,3.322735761066445,5.281086729094952,4.6824619188188485,0.7668783808951777,Low
23.0,9.548893836791631,8.344641281451016,5.652100275145209,5.390299713529551,7.3698064297491905,4.145445771566772,0.0,Low
20.0,8.636674174028226,5.78540103950665,1.0,3.5654647910911725,6.923810389269344,3.316799204532472,0.0,Low
17.0,6.113444793771861,4.139378811672069,2.523563740556793,4.647650651527936,5.358039106854965,1.5897319624969295,0.0,Low
25.0,7.05642679506543,6.276987841736018,6.1207829234083135,2.512295969142996,6.0983204847972985,4.251268991321295,2.120464242119408,Low
22.0,3.4128467541379743,4.888034303815547,5.962424302329305,4.186315194648181,7.731177937624144,5.917219830059362,3.962234698096564,Medium
27.0,8.09640255777072,4.769168407262929,8.373404591087889,4.364370216044999,6.358716819154301,4.996876422940396,0.8825283205728421,Low
27.0,7.676947837946802,5.825471605873116,4.526217914921096,2.90988990725047,5.9382762143189325,1.2243465050368822,0.0,Low
25.0,5.065629765240004,3.793720145266636,7.512816340465287,2.4124730860872976,3.2363623972085507,3.949832313696072,3.4701111364985024,Medium
19.0,7.147764839672545,5.645042841926875,2.6984764257205307,3.541449163916268,6.395459026764616,3.4629532698873224,0.0,Low
19.0,4.578638177369979,2.576436722204673,4.028420020654076,1.923304619042628,3.770340598291962,5.445231737662306,3.967976120752477,Medium
21.0,7.223398215729741,6.082682207280329,6.006781117014882,3.0379583910383547,4.821174369171004,3.76624976919481,0.4481374154977461,Low
21.0,9.641388786130287,5.879071468423125,4.599710703290312,5.98690439562194,6.573075687681847,5.590619302182777,2.395225825242689,Low
24.0,6.957381899787453,4.128974856265627,3.417127996201471,2.632740545338575,6.551578275615196,1.7167929886673632,0.857348297491147,Low
21.0,4.001461555185124,6.358687474967166,2.4560148210089694,4.843470184895002,5.913735553307058,6.593638666102648,3.3879146184230176,Medium
22.0,6.780897264170398,3.6559579513489706,5.286042711975914,2.6646443686933265,4.321199937687778,3.4089017603536,0.7147942391218589,Low
21.0,7.134042919779834,3.857950255647205,3.73731459216393,0.9751553372002024,5.002826300877786,5.8567700429614735,3.728105131340174,Medium
17.0,7.863104083667929,5.969584900850226,5.51796798718273,3.856907276289993,6.883888267238143,2.8943930902810013,0.2094494565993417,Low
26.0,4.781847828108781,6.339821255210339,4.485048490584965,5.886470705342124,9.526075911919811,5.442787880361387,4.336877321594493,Medium
18.0,7.0423132270600215,6.720680718363222,3.9537349042076446,3.655488475982028,6.343039030777165,5.956894630328847,3.176414527302801,Medium
28.0,7.358940578649467,4.531426067757582,5.630073086744916,1.5170441577393492,5.180269618041775,2.54277489336915,0.0,Low
22.0,7.258867788582591,2.313730830102157,2.2761516756557127,1.6263836274839745,5.923149167804172,4.492168571244919,2.230369417568891,Low
21.0,6.706739216907704,3.366454402010572,2.714014831857591,6.057615924604531,3.0866463098616235,2.024356448691224,0.0,Low
25.0,7.727720078837924,1.1225022173501866,2.8569052766333507,2.611871657384002,3.6856865829366585,6.296922706347016,1.250737684548346,Low
22.0,6.376975359759936,8.156602316622465,5.790503164196103,0.8239772880622684,7.18112530880158,5.377656623918924,2.36588348355002,Low
24.0,5.5919870612169325,5.609024589687794,4.070244321475534,3.378161047812419,5.923291684227674,3.2005512394796405,1.2553469714882066,Low
22.0,7.180474426535885,4.038686512024883,5.696037749292843,3.1648947328357417,5.168031591522536,3.03773767954336,1.2012427970586468,Low
29.0,7.647881442696274,2.567199563716669,4.985737340723464,1.7817031844640216,4.153569970061156,2.412292981585776,0.0,Low
24.0,5.644427635165913,4.222605778302122,7.548631503132164,0.9643544527465902,4.33639049924704,1.3409480027006642,0.0,Low
19.0,7.208555481819383,6.59321659423819,5.716419721300026,3.561310311492932,7.1132243461825695,5.129247425010117,3.689061777029908,Medium
28.0,4.41723435425056,5.842957989949692,7.611975895875596,4.367162191377727,4.630647923139364,5.442126348328481,4.585652981606929,Medium
28.0,6.930213641502328,4.588554298289536,4.845801471524627,3.198967901924662,6.692693827402496,5.462117532857191,2.5937559416571228,Low
26.0,8.94413118437799,8.742586510742793,3.83433245478754,4.670252882761959,8.413489499657548,3.033324876801191,0.0,Low
28.0,7.603309247881624,7.444644331564291,4.654714200094967,5.359414125900631,8.32546693498901,3.6029770901947296,2.7809514807923943,Low
25.0,7.685349225883825,8.535769973082637,5.133325170788162,5.986941163563699,8.169567546566737,4.258837794994971,0.6370878835571009,Low
26.0,6.996224608629007,5.372270164677181,4.901744922258703,2.263923246527418,6.614864974437719,3.815021239551363,2.0336644940841184,Low
24.0,7.367477897451714,3.262425723605018,6.331081982189796,2.6469610098307643,4.223441327917628,0.6841660300050831,0.0,Low
28.0,5.2499689181725016,5.475982701445602,8.408509627875414,2.400885168910338,7.90589016100383,2.2243266701550164,0.0,Low
20.0,9.326385489064954,4.401454843504948,7.014537738799884,6.017496311589126,5.748706636232145,2.018182663509368,0.0,Low
18.0,7.371485473906373,6.312963142650918,5.344155162850651,1.5432903705965162,7.42791098644696,6.194779568050101,1.3435607912006873,Low
23.0,6.142018077546377,7.205395212087387,5.796001248868807,0.0,7.2860201126672015,4.37257386195992,2.858315885379201,Low
25.0,5.316107567277107,5.228312262123229,5.625241401027477,4.009593217295093,5.351891729651762,4.868818963390603,2.7272900930386803,Low
21.0,5.104164163553267,6.452266073039483,4.843531678552059,0.4121730023897294,9.237004182073065,8.551333518750868,5.424741608593142,Medium
20.0,7.012754081203583,5.239601528840236,2.8001217175706548,1.5346508688734195,6.264282641931176,3.781107869090952,1.4764123769469444,Low
19.0,4.615484710998272,6.103011932260631,3.935521312019671,2.137923682281278,6.5416902587276535,5.883500895833705,0.7734866244105152,Low
20.0,4.539124015723656,4.484259102231242,4.127928473523093,2.23385452807372,5.67847824968406,5.164335365747161,0.4542488337074415,Low
20.0,7.5840701554413155,2.23084388294156,5.769471247715721,3.907069687104889,4.345056343929744,4.685785323776891,1.100282011513307,Low
22.0,5.658113719611574,6.285360932328217,4.411808029339721,2.9219468410261986,6.486068137674439,5.568847984461801,2.9214850305277245,Low
21.0,7.435245220853104,5.834165142835292,8.111525416766636,4.117735634735804,7.370805103312829,4.9261927676992645,2.884060536385923,Low
29.0,4.384270975520936,5.960960111305507,6.737578553437705,1.5589697637790627,6.654379995973635,3.041041436490028,0.0,Low
22.0,7.530050568661219,6.075660591977336,5.069471187996022,3.642563439735412,6.877654922390483,3.3128170575305504,2.6882240649533165,Low
29.0,3.736956530033681,4.614050320357578,3.291934664432916,3.491750046573274,4.6385165055155975,3.6144616646986094,0.0,Low
23.0,9.814507860047849,4.912451983702433,4.49271515162908,4.231540359411163,6.951440952689721,5.043080174198311,0.9076479086553324,Low
